Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,total_population_2009,population_white_2009,Population_Black_2009,Population_Latino_2009,Population_American_Indian_2009,Population_Asian_2009,Population_Pacific_Islander_2009,Population_Other_2009,Population_Multiple_Races_2009,Households_2009,Households_Family_2009,Households_Married_2009,Households_Other_Family_2009,Households_Other_Family_Male Householder_2009,Households_Other_Family_Female Householder_2009,Households_Nonfamily_2009,Households_Nonfamily_Male_Householder_2009,Households_Nonfamily_Female_Householder_2009,Occupied_Housing_Units_2009,Occupied_Housing_Units_Family_2009,Occupied_Housing_Units_Married_2009,Occupied_Housing_Units_Other_Family_2009,Occupied_Housing_Units_Nonfamily_Households_2009,Occupied_Housing_Units_Householder Living_Alone_2009,Renter_Housing_Units_2009,Occupied_ Housing_With_Children_Under_18_2009,occupied_ housing_with_own_children_under_18_2009,renter_occupied_ housing_with_children_under_18_2009,renter_occupied_ housing_with_own_children_under_18_2009,Householder_Black_2009,Householder_American_Indian_2009,Householder_Asian_2009,Householder_Pacific_Islander_2009,Householder_Other_Race_2009,Householder_Multiple_Races_2009,Householder_Latino_2009,Householder_White_2009,Renter_Black_2009,Renter_American_Indian_2009,Renter_Asian_2009,Renter_Pacific_Islander_2009,Renter_Other_Race_2009,Renter_Multiple_Races_2009,Renter_White_2009,Renter_Latino_2009,Population_15_and_Over_2009,Population_Never_Married_2009,Population_Married_2009,Population_Separated_2009,Population_Widowed_2009,Population_Divorced_2009,Population_25_Years_and_Over_2009,Population_25_Years_and_Over_No_Diploma_2009,Population_25_Years_and_Over_Diploma_2009,Population_25_Years_and_Some_College_2009,Population_25_Years_and_Bachelors_2009,Population_25_Years_and_Over_Masters_2009,Population_25_Years_and_Professional_2009,Population_25_Years_and_Over_Doctorate_2009,Population_3_Years_and_Over_2009,Population_3_Years_and_Over_Enrolled_In_school_2009,Population_3_Years_and_Over_Not_enrolled_in_school_2009,Civilian_Population_16_to_19_2009,Civilian_Population_16_to_19_HS_Dropout_2009,Civilian_Population_16_to_19_Enrolled_or_Graduated_2009,Population_16_Years_and_Over_2009,Population_16_Years_and_Over_in_labor_force_2009,Population_16_Years_and_Over__armed_forces_2009,Population_16_Years_and_Over_in_labor_force_civilian_2009,Population_16_Years_and_Over_in_labor_force_civilian__employed_2009,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2009,Population_16_Years_and_Over_not_in_labor_force_2009,In Labor Force 16 Years and Over:,Median_Household_Income_2009,Median_Household_Income_black_2009,Median_Household_Income_american_indian_2009,Median_Household_Income_asian_2009,Median_Household_Income_pacific_islander_2009,Median_Household_Income_other_race_2009,Median_Household_Income_multiple_races_2009,Median_Household_Income_latino_2009,Median_Household_Income_white_2009,Gini_Index_2009,Occupied_Housing_Units_2009,Owner_Occupied_Housing_Units_2009,Renter_Occupied_Housing_Units_2009,Housing Units_2009,Vacant_Housing_Units_2009,Vacant_Housing_Rent_2009,Vacant_Housing_for_Sale_2009,Vacant_Housing_Other_Vacant_2009,Renter_Occupied_Housing_2009,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2009,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2009,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2009,Occupied_Housing_2009,Occupied_Housing_1_1.5_Occupants_per_room_2009,Occupied_Housing_1.51_2_Occupants_per_room_2009,Occupied_Housing_2_or_more_Occupants_per_room_2009,Median_Gross_Rent_as_Percentage_Household_Income_2009,Families_2009,Families_below_poverty_line_2009,Families_below_poverty_line_married_with_children_2009,Families_below_poverty_line_married_no_children_2009,Families_below_poverty_line_male_householder_2009,Families_below_poverty_line_male_householder_with_children_2009,Families_below_poverty_line_male_householder_no_children_2009,Families_below_poverty_line_female_householder_2009,Families_below_poverty_line_female_householder_with_children_2009,Families_below_poverty_line_female_householder_no_children_2009,Families_at_or_above_poverty_line_2009,Population_Poverty_Status_Is_Determined_2009,Population_Poverty_Status_Is_Determined_under.5_2009,Population_Poverty_Status_Is_Determined_.5_.74_2009,Population_Poverty_Status_Is_Determined_.74_.99_2009,Population_Poverty_Status_Is_Determined_1_1.49_2009,Population_Poverty_Status_Is_Determined_1.5_1.9_2009,Population_Poverty_Status_Is_Determined_2_above_2009,Housing_units_No_Vehicle_Available_2009,Renter_units_No_Vehicle_Available_2009,Geo_FIPS_2017,Geo_GEOID_2017,Geo_TRACT_2017,Total_Population_2017,Total_Population_White_2017,Population_Black_2017,Population_Latino_2017,Population_American_Indian_2017,Population_Asian_2017,Population_Pacific_Islander_2017,Population_Other_2017,Population_Multiple_Races_2017,Households_2017,Households_Family_2017,Households_Married_2017,Households_Other_Family_2017,Households_Other_Family_Male Householder_2017,Households_Other_Family_Female Householder_2017,Households_Nonfamily_2017,Households_Nonfamily_Male_Householder_2017,Households_Nonfamily_Female_Householder_2017,Occupied_Housing_Units_2017,Occupied_Housing_Units_Family_2017,Occupied_Housing_Units_Married_2017,Occupied_Housing_Units_Other_Family_2017,Occupied_Housing_Units_Nonfamily_Households_2017,Occupied_Housing_Units_Householder Living_Alone_2017,Renter_Housing_Units_2017,Householder_Black_2017,Householder_American_Indian_2017,Householder_Asian_2017,Householder_Pacific_Islander_2017,Householder_Other_Race_2017,Householder_Multiple_Races_2017,Householder_Latino_2017,Householder_White_2017,Renter_Black_2017,Renter_American_Indian_2017,Renter_Asian_2017,Renter_Pacific_Islander_2017,Renter_Other_Race_2017,Renter_Multiple_Races_2017,Renter_White_2017,Renter_Latino_2017,Population_15_and_Over_2017,Population_Never_Married_2017,Population_Married_2017,Population_Separated_2017,Population_Widowed_2017,Population_Divorced_2017,Population_25_Years_and_Over_2017,Population_25_Years_and_Over_No_Diploma_2017,Population_25_Years_and_Over_Diploma_2017,Population_25_Years_and_Some_College_2017,Population_25_Years_and_Bachelors_2017,Population_25_Years_and_Over_Masters_2017,Population_25_Years_and_Professional_2017,Population_25_Years_and_Over_Doctorate_2017,Population_3_Years_and_Over_2017,Population_3_Years_and_Over_Enrolled_In_school_2017,Population_3_Years_and_Over_Not_enrolled_in_school_2017,Civilian_Population_16_to_19_2017,Civilian_Population_16_to_19_HS_Dropout_2017,Civilian_Population_16_to_19_Enrolled_or_Graduated_2017,Population_16_Years_and_Over_2017,Population_16_Years_and_Over_in_labor_force_2017,Population_16_Years_and_Over__armed_forces_2017,Population_16_Years_and_Over_in_labor_force_civilian_2017,Population_16_Years_and_Over_in_labor_force_civilian__employed_2017,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2017,Population_16_Years_and_Over_not_in_labor_force_2017,Median_Household_Income_2017,Median_Household_Income_black_2017,Median_Household_Income_american_indian_2017,Median_Household_Income_asian_2017,Median_Household_Income_pacific_islander_2017,Median_Household_Income_other_race_2017,Median_Household_Income_multiple_races_2017,Median_Household_Income_latino_2017,Median_Household_Income_white_2017,Gini_Index_2017,Occupied_Housing_Units_2017,Owner_Occupied_Housing_Units_2017,Renter_Occupied_Housing_Units_2017,Housing Units_2017,Vacant_Housing_Units_2017,Vacant_Housing_Rent_2017,Vacant_Housing_for_Sale_2017,Vacant_Housing_Other_Vacant_2017,Renter_Occupied_Housing_2017,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2017,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2017,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2017,Occupied_Housing_2017,Occupied_Housing_1_1.5_Occupants_per_room_2017,Occupied_Housing_1.51_2_Occupants_per_room_2017,Occupied_Housing_2_or_more_Occupants_per_room_2017,Median_Gross_Rent_as_Percentage_Household_Income_2017,Families_2017,Families_below_poverty_line_2017,Families_below_poverty_line_married_with_children_2017,Families_below_poverty_line_married_no_children_2017,Families_below_poverty_line_male_householder_2017,Families_below_poverty_line_male_householder_with_children_2017,Families_below_poverty_line_male_householder_no_children_2017,Families_below_poverty_line_female_householder_2017,Families_below_poverty_line_female_householder_with_children_2017,Families_below_poverty_line_female_householder_no_children_2017,Families_at_or_above_poverty_line_2017,Population_Poverty_Status_Is_Determined_2017,Population_Poverty_Status_Is_Determined_under.5_2017,Population_Poverty_Status_Is_Determined_.5_.74_2017,Population_Poverty_Status_Is_Determined_.74_.99_2017,Population_Poverty_Status_Is_Determined_1_1.49_2017,Population_Poverty_Status_Is_Determined_1.5_1.9_2017,Population_Poverty_Status_Is_Determined_2_above_2017,Housing_units_No_Vehicle_Available_2017,Renter_units_No_Vehicle_Available_2017,Same_house_year_ago_2009,Same_house_year_ago_2017
42101000100,14000US42101000100,"Census Tract 1, Philadelphia County, Pennsylvania","Census Tract 1, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13670,42,101,100,3315,2905,240,146,0,102,0,53,15,2134,446,320,126,40,86,1688,935,753,2134,446,320,126,1688,1386,1237,52,13,39,0,66,0,58,0,14,15,15,1966,53,0,43,0,14,15,1097,15,3257,2174,660,39,136,248,3031,245,2786,2598,2130,913,413,114,3315,406,2909,15,0,15,3257,2761,18,2743,2716,27,496,2761,83972,36585,,88499,,,,,84983,0.375,2134,897,1237,2415,281,27,62,192,1237,0,18,0,2134,0,18,0,25.60000038,446,54,0,15,0,0,0,39,39,0,392,3315,242,154,19,95,72,2733,845,520,42101000100,14000US42101000100,100,4155,2990,550,265,0,492,0,33,90,2367,717,580,137,29,108,1650,709,941,2367,717,580,137,1650,1187,1654,244,0,177,0,33,29,179,1738,187,0,113,0,33,13,1178,163,3957,2234,1251,80,94,298,3579,75,3504,3266,2903,1211,608,261,4056,560,3496,16,0,16,3927,3278,0,3278,3169,109,649,109738,50804,,,,,,,114320,0.4203,2367,713,1654,2678,311,83,0,228,1654,13,12,0,2367,27,12,0,24.10000038,717,12,0,12,0,0,0,0,0,0,705,4155,167,87,38,42,343,3478,630,533,2239,2567
42101000200,14000US42101000200,"Census Tract 2, Philadelphia County, Pennsylvania","Census Tract 2, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13671,42,101,200,1633,330,46,20,0,1241,0,0,16,844,377,224,153,37,116,467,346,121,844,377,224,153,467,407,473,76,55,46,32,0,0,602,0,0,0,15,227,0,0,379,0,0,0,94,0,1512,598,589,75,167,83,1417,670,747,568,481,200,118,22,1548,177,1371,22,0,22,1495,1031,0,1031,990,41,464,1031,48228,,,33636,,,,,123994,0.437000006,844,371,473,947,103,15,15,73,473,0,0,0,844,9,0,0,24.70000076,377,13,0,7,6,0,6,0,0,0,364,1633,60,107,5,237,162,1062,530,410,42101000200,14000US42101000200,200,2683,698,142,118,16,1626,0,52,149,1010,503,414,89,47,42,507,238,269,1010,503,414,89,507,368,652,35,16,562,0,14,59,66,272,0,0,395,0,14,27,164,66,2420,1220,918,10,86,186,2021,532,1489,1020,744,219,130,70,2635,694,1941,27,0,27,2355,1435,0,1435,1311,124,920,30746,,,30149,,,,,77900,0.6395,1010,358,652,1128,118,33,76,9,652,118,11,0,1010,118,11,0,39.70000076,503,107,27,39,9,0,9,32,0,32,396,2558,486,266,210,613,18,965,487,360,1357,2298
42101000300,14000US42101000300,"Census Tract 3, Philadelphia County, Pennsylvania","Census Tract 3, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13672,42,101,300,4497,3237,473,256,9,636,0,42,100,1794,614,520,94,15,79,1180,560,620,1794,614,520,94,1180,1100,1178,205,193,116,104,135,9,287,0,20,86,114,1195,116,9,219,0,20,58,694,86,4161,2648,1129,12,162,210,2527,61,2466,2133,1689,1027,544,121,4335,2177,2158,832,0,832,4134,2355,0,2355,2342,13,1779,2355,67832,23722,,59175,,35813,45621,41814,75973,0.549000025,1794,616,1178,2035,241,141,33,67,1178,11,51,0,1794,11,51,0,24.79999924,614,10,0,10,0,0,0,0,0,0,604,2851,111,0,81,186,399,2074,756,621,42101000300,14000US42101000300,300,3534,2603,170,297,0,540,18,0,203,1805,606,525,81,24,57,1199,537,662,1805,606,525,81,1199,921,1389,87,0,289,18,0,98,121,1207,79,0,285,15,0,73,831,121,3287,1691,1124,48,134,290,2745,106,2639,2401,2173,1149,666,218,3452,682,2770,132,0,132,3260,2306,12,2294,2187,107,954,84135,24095,,124583,,,,72969,93036,0.4945,1805,416,1389,1957,152,102,0,50,1389,0,47,0,1805,0,47,0,25.20000076,606,16,0,16,0,0,0,0,0,0,590,3315,106,109,65,242,196,2597,722,644,3137,2397
42101000400,14000US42101000400,"Census Tract 4, Philadelphia County, Pennsylvania","Census Tract 4, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13673,42,101,400,4403,3327,248,209,35,503,0,34,256,3301,635,566,69,28,41,2666,869,1797,3301,635,566,69,2666,2418,1964,70,70,60,60,217,5,402,0,11,163,137,2377,191,0,378,0,11,163,1109,123,4266,1994,1195,118,567,392,4061,178,3883,3222,2555,1314,488,154,4331,791,3540,13,0,13,4266,2258,0,2258,2051,207,2008,2258,44181,19891,,28889,,,8325,13516,60463,0.536000013,3301,1337,1964,3898,597,151,81,365,1964,0,18,0,3301,0,18,0,29.70000076,635,67,0,67,0,0,0,0,0,0,568,4403,468,139,141,604,101,2950,1954,1360,42101000401,14000US42101000401,401,2632,1575,310,137,0,667,0,9,71,1690,489,479,10,0,10,1201,599,602,1690,489,479,10,1201,1026,1199,221,0,342,0,9,36,63,1039,209,0,254,0,9,36,669,42,2564,1201,1021,29,116,197,2417,267,2150,1983,1827,955,328,146,2564,477,2087,6,0,6,2564,1734,0,1734,1642,92,830,59221,35905,,52027,,,52813,54479,80163,0.5223,1690,491,1199,1986,296,200,9,87,1199,10,67,0,1690,10,67,0,28,489,92,10,82,0,0,0,0,0,0,397,2632,209,109,168,140,100,1906,901,796,3522,1866
42101000500,14000US42101000500,"Census Tract 5, Philadelphia County, Pennsylvania","Census Tract 5, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13674,42,101,500,1320,683,438,181,10,87,0,60,42,492,38,36,2,0,2,454,235,219,492,38,36,2,454,389,480,8,8,8,8,84,0,64,0,0,10,10,334,84,0,64,0,0,10,322,10,1306,787,230,68,30,191,1085,286,799,554,308,203,68,16,1314,160,1154,40,0,40,1306,659,0,659,590,69,647,659,47671,58824,,69864,,,,,45920,0.409999996,492,12,480,615,123,72,0,51,480,0,30,6,492,0,30,6,27.70000076,38,0,0,0,0,0,0,0,0,0,38,794,174,44,31,42,97,406,369,369,42101000402,14000US42101000402,402,3299,2807,193,29,0,263,0,0,36,2483,521,476,45,0,45,1962,743,1219,2483,521,476,45,1962,1741,990,167,0,263,0,0,19,15,2019,84,0,209,0,0,19,663,15,3254,1513,1074,16,290,361,3163,55,3108,2733,2230,1203,367,99,3299,319,2980,0,0,0,3239,1904,0,1904,1891,13,1335,72866,77630,,,,,,,72703,0.4913,2483,1493,990,3023,540,175,93,272,990,0,0,0,2483,0,0,0,24.79999924,521,0,0,0,0,0,0,0,0,0,521,3299,124,17,0,245,159,2754,1080,541,823,2706
42101000600,14000US42101000600,"Census Tract 6, Philadelphia County, Pennsylvania","Census Tract 6, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13675,42,101,600,1622,917,315,158,0,304,0,37,49,578,143,143,0,0,0,435,214,221,578,143,143,0,435,366,569,12,12,12,12,30,0,204,0,21,0,47,297,30,0,204,0,21,0,288,47,1591,1263,284,21,0,23,698,23,675,608,561,395,300,37,1622,967,655,386,0,386,1591,1001,0,1001,741,260,590,1001,50673,2864,,45049,,,,50003,69440,0.587000012,578,9,569,643,65,0,0,65,569,0,0,0,578,0,0,0,25.60000038,143,19,0,19,0,0,0,0,0,0,124,926,221,51,0,29,14,611,337,337,42101000500,14000US42101000500,500,2514,1096,877,312,19,422,0,36,64,933,160,132,28,0,28,773,425,348,933,160,132,28,773,623,891,125,0,230,0,0,37,40,506,125,0,223,0,0,37,471,40,2479,1694,451,55,70,209,2077,373,1704,1213,861,495,285,75,2479,429,2050,23,19,4,2479,1026,0,1026,925,101,1453,42135,14417,,42222,,,61417,,60833,0.5672,933,42,891,997,64,24,0,40,891,11,10,0,933,11,10,0,30.29999924,160,0,0,0,0,0,0,0,0,0,160,1539,349,94,93,112,39,852,651,644,610,1413
42101000700,14000US42101000700,"Census Tract 7, Philadelphia County, Pennsylvania","Census Tract 7, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13676,42,101,700,2502,1971,66,32,9,389,0,19,48,1849,277,247,30,18,12,1572,697,875,1849,277,247,30,1572,1360,1325,22,22,22,22,27,9,196,0,19,21,32,1545,27,0,187,0,19,0,1076,16,2470,1685,515,27,108,135,2195,38,2157,1925,1710,812,384,73,2470,720,1750,0,0,0,2470,1510,0,1510,1427,83,960,1510,52483,25888,,69717,,,49065,44409,52830,0.465000004,1849,524,1325,2289,440,198,0,242,1325,0,0,0,1849,0,0,0,33.29999924,277,0,0,0,0,0,0,0,0,0,277,2502,368,71,56,138,121,1748,1177,861,42101000600,14000US42101000600,600,1207,971,86,132,0,126,0,22,2,674,114,92,22,6,16,560,262,298,674,114,92,22,560,448,636,5,0,108,0,0,2,40,519,2,0,101,0,0,2,491,40,1111,745,239,14,20,93,929,15,914,860,755,542,271,43,1180,348,832,63,0,63,1111,855,0,855,804,51,256,77500,,,84688,,,,87361,64911,0.4699,674,38,636,805,131,82,5,44,636,14,19,0,674,14,19,0,29,114,5,0,5,0,0,0,0,0,0,109,1024,106,17,19,29,19,834,358,351,1675,677
42101000800,14000US42101000800,"Census Tract 8, Philadelphia County, Pennsylvania","Census Tract 8, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13677,42,101,800,7696,6810,81,242,0,659,0,78,68,5577,1000,877,123,15,108,4577,2227,2350,5577,1000,877,123,4577,4039,3687,184,167,148,131,69,0,490,0,45,52,141,4827,56,0,372,0,31,43,3091,141,7401,4450,1882,91,285,693,6875,200,6675,6417,5847,3358,1696,509,7543,1637,5906,42,0,42,7378,5216,0,5216,5039,177,2162,5216,70584,15379,,86289,,43761,118529,103573,69956,0.560000002,5577,1890,3687,6856,1279,470,139,670,3687,15,0,0,5577,30,0,0,28.20000076,1000,111,0,111,0,0,0,0,0,0,889,7654,685,82,162,433,251,6041,3215,2384,42101000700,14000US42101000700,700,3451,2220,539,293,0,614,8,0,70,2429,318,318,0,0,0,2111,901,1210,2429,318,318,0,2111,1765,1825,317,0,384,8,0,36,152,1532,297,0,309,8,0,22,1130,59,3383,2207,731,54,104,287,2951,65,2886,2703,2421,1463,777,221,3414,1081,2333,29,0,29,3383,2208,0,2208,2147,61,1175,51830,50213,,48654,,,,,62333,0.5913,2429,604,1825,2826,397,93,36,268,1825,0,8,0,2429,0,8,0,29.39999962,318,14,14,0,0,0,0,0,0,0,304,3434,495,29,116,276,154,2364,1333,1078,5527,2062
42101000900,14000US42101000900,"Census Tract 9, Philadelphia County, Pennsylvania","Census Tract 9, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13678,42,101,900,4443,3316,402,49,0,653,0,8,64,2902,459,385,74,45,29,2443,1156,1287,2902,459,385,74,2443,2083,2456,58,58,14,14,184,0,391,0,8,42,21,2264,184,0,355,0,8,42,1854,21,4395,2698,857,278,182,380,3568,361,3207,2997,2516,1256,755,304,4427,1523,2904,79,0,79,4362,2632,0,2632,2428,204,1730,2632,40550,9354,,15978,,,56420,86504,53221,0.56099999,2902,446,2456,3464,562,123,41,398,2456,0,0,0,2902,0,0,0,31.20000076,459,9,0,9,0,0,0,0,0,0,450,4116,540,362,560,222,208,2224,1996,1839,42101000801,14000US42101000801,801,1407,1174,134,132,0,83,0,6,10,797,173,164,9,9,0,624,380,244,797,173,164,9,624,419,574,23,0,52,0,6,6,79,631,23,0,52,0,0,6,414,79,1268,832,339,7,27,63,1128,17,1111,1087,1044,528,329,114,1335,507,828,4,0,4,1268,895,0,895,878,17,373,94821,,,83043,,,,,98977,0.4572,797,223,574,997,200,20,39,141,574,8,36,0,797,8,36,0,26.10000038,173,0,0,0,0,0,0,0,0,0,173,1407,127,61,7,46,22,1144,288,216,2934,866
42101001000,14000US42101001000,"Census Tract 10, Philadelphia County, Pennsylvania","Census Tract 10, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13679,42,101,1000,6195,5759,187,108,0,185,0,19,45,3497,1269,1219,50,16,34,2228,863,1365,3497,1269,1219,50,2228,1907,1097,294,294,32,32,124,0,121,0,19,14,54,3184,93,0,43,0,19,14,893,54,5655,2356,2486,35,359,419,5354,172,5182,4879,4198,2774,1441,510,6002,963,5039,10,0,10,5617,4058,0,4058,3906,152,1559,4058,105113,68571,,127236,,,,90335,108710,0.504000008,3497,2400,1097,4108,611,81,52,478,1097,0,0,0,3497,15,0,0,29.10000038,1269,19,0,0,0,0,0,19,19,0,1250,6179,268,31,69,282,147,5382,1132,470,42101000803,14000US42101000803,803,3003,2493,66,76,9,331,0,0,104,1837,483,420,63,0,63,1354,446,908,1837,483,420,63,1354,1117,1186,41,9,158,0,0,11,76,1542,41,9,158,0,0,11,935,32,2793,1442,909,33,163,246,2511,1,2510,2477,2334,1063,546,143,2955,951,2004,17,0,17,2778,1928,0,1928,1879,49,850,56307,,,70366,,,,100703,56477,0.5279,1837,651,1186,2138,301,52,0,249,1186,0,0,0,1837,0,0,0,34.90000153,483,10,0,0,0,0,0,10,0,10,473,3003,241,34,47,85,123,2473,1159,841,5019,2220
